item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,full_original_sentence,intervening_text,sent_id,source_file
161,bringen,long,10,Der Clié PEG-S320 hat ein Monochrom-Display mit der Palm-OS-typischen Auflösung von 160 x 160 Bildpunkten und bringt wie alle Sony-Handhelds einen Einschub für den Sony-eigenen Memory Stick,mit,bei;nah,Der Clié PEG-S320 hat ein Monochrom-Display mit der Palm-OS-typischen Auflösung von 160 x 160 Bildpunkten und bringt wie alle Sony-Handhelds einen Einschub für den Sony-eigenen Memory Stick mit .,wie alle Sony-Handhelds einen Einschub für den Sony-eigenen Memory Stick,hdt-s190052,de_hdt-ud-train-b-2.conllu
162,bringen,long,8,So brachte Yahoo fast gleichzeitig mit Microsoft einen eigenen Messenger,heraus,ab;bei,"So brachte Yahoo fast gleichzeitig mit Microsoft einen eigenen Messenger heraus , der ebenfalls auf die Buddy-Listen des AIM zugreifen konnte und prompt ebenso von AOL geblockt wurde .",Yahoo fast gleichzeitig mit Microsoft einen eigenen Messenger,hdt-s22623,de_hdt-ud-train-a-1.conllu
163,bringen,long,8,"In ihrer Spielpuppenserie G.I. Joe bringt Hasbro nun einen "" Navajo Code Talker """,heraus,ein;um,"In ihrer Spielpuppenserie G.I. Joe bringt Hasbro nun einen "" Navajo Code Talker "" heraus , zur Erinnerung an die Einheit von Navajo-Marines , die Funksprüche in ihrer Stammessprache verschlüsselten .","Hasbro nun einen "" Navajo Code Talker """,hdt-s143470,de_hdt-ud-train-b-1.conllu
164,bringen,long,10,Inktomi bringt seine Produkte aus dem Bereich der Internet-Software in die Partnerschaft,ein,mit;heraus,Inktomi bringt seine Produkte aus dem Bereich der Internet-Software in die Partnerschaft ein und verpflichtet sich zu einer Beteiligung an Primus .,seine Produkte aus dem Bereich der Internet-Software in die Partnerschaft,hdt-s30023,de_hdt-ud-train-a-1.conllu
165,bringen,long,16,"Eine T&L-Einheit fehlt dem Kyro II allerdings immer noch , Dafür bringt er für DVD- und Video-Fans Motion-Compensation , 4:2:0 Overlay-Unterstützung , Sub-Picture-Blending , sowie Skalierung und Color-Keying",mit,nah;voran,"Eine T&L-Einheit fehlt dem Kyro II allerdings immer noch , Dafür bringt er für DVD- und Video-Fans Motion-Compensation , 4:2:0 Overlay-Unterstützung , Sub-Picture-Blending , sowie Skalierung und Color-Keying mit .","er für DVD- und Video-Fans Motion-Compensation , 4:2:0 Overlay-Unterstützung , Sub-Picture-Blending , sowie Skalierung und Color-Keying",hdt-s67496,de_hdt-ud-train-a-2.conllu
166,schlagen,short,2,Nortel schlägt bei Web-Load-Balancern,zu,entgegen;zusammen,Nortel schlägt bei Web-Load-Balancern zu,bei Web-Load-Balancern,hdt-s174866,de_hdt-ud-train-b-2.conllu
167,schlagen,short,2,"Die Kosten dafür sollen sich Eltern , Land und Industrie teilen , schlägt die Partei",vor,auf;drauf,"Die Kosten dafür sollen sich Eltern , Land und Industrie teilen , schlägt die Partei vor .",die Partei,hdt-s156909,de_hdt-ud-train-b-1.conllu
168,schlagen,short,1,ZRW-Domain-Abzocker schlagen wieder,zu,durch;drauf,ZRW-Domain-Abzocker schlagen wieder zu,wieder,hdt-s113346,de_hdt-ud-test.conllu
169,schlagen,short,1,Deshalb schlägt er,vor,zusammen;zurück,"Deshalb schlägt er vor , unter den Fraktionsmitgliedern Freiwillige zu suchen , die innerhalb der bestehenden IT-Infrastruktur des Bundestages den Einsatz von Linux und Windows 2000 erproben .",er,hdt-s69669,de_hdt-ud-train-a-2.conllu
170,schlagen,short,1,Anstatt key escrow schlägt er,vor,entgegen;ein,"Anstatt key escrow schlägt er vor , daß die Regierung doch Hacker oder vielmehr Cracker einstellen solle , um an die gewünschten Informationen heranzukommen .",er,hdt-s93830,de_hdt-ud-train-a-2.conllu
171,schlagen,medium,5,Der Bundesverband der Phonographischen Wirtschaft schlägt eine härtere Gangart gegen Musikpiraten,an,weiter;ein,Der Bundesverband der Phonographischen Wirtschaft schlägt eine härtere Gangart gegen Musikpiraten an .,eine härtere Gangart gegen Musikpiraten,hdt-s87323,de_hdt-ud-train-a-2.conllu
172,schlagen,medium,7,Die Freiburger schlagen dafür einen Metallhydridspeicher der Firma GfE Metalle,vor,zu;los,Die Freiburger schlagen dafür einen Metallhydridspeicher der Firma GfE Metalle vor .,dafür einen Metallhydridspeicher der Firma GfE Metalle,hdt-s188833,de_hdt-ud-train-b-2.conllu
173,schlagen,medium,3,"Die wirtschaftlichen Schwierigkeiten , in die Computerhersteller Apple geraten ist , schlagen auf die Bauteilelieferanten",durch,vor;an,"Die wirtschaftlichen Schwierigkeiten , in die Computerhersteller Apple geraten ist , schlagen auf die Bauteilelieferanten durch .",auf die Bauteilelieferanten,hdt-s89072,de_hdt-ud-train-a-2.conllu
174,schlagen,medium,3,Stattdessen schlägt Microsoft einzelne Regeln,vor,weiter;zusammen,"Stattdessen schlägt Microsoft einzelne Regeln vor , an die sich der Konzern in Zukunft halten will .",Microsoft einzelne Regeln,hdt-s142122,de_hdt-ud-train-b-1.conllu
175,schlagen,medium,7,Schlägt der Anbieter mehr als 2 Millionen Telefon-CDs,los,drauf;zusammen,"Schlägt der Anbieter mehr als 2 Millionen Telefon-CDs los , berechnet die Telekom nach diesen Informationen für jede weitere verkaufte CD 45 Pfennige Lizenzgebühr .",der Anbieter mehr als 2 Millionen Telefon-CDs,hdt-s91343,de_hdt-ud-train-a-2.conllu
176,schlagen,long,9,Stattdessen schlug der Konzern gewisse Beschränkungen und Regeln für seine Geschäftspolitik,vor,weiter;los,Stattdessen schlug der Konzern gewisse Beschränkungen und Regeln für seine Geschäftspolitik vor .,der Konzern gewisse Beschränkungen und Regeln für seine Geschäftspolitik,hdt-s180524,de_hdt-ud-train-b-2.conllu
177,schlagen,long,17,"Außerdem schlägt AMD einen neuen seriellen System-Bus namens LTD ( Lightning Data Transport ) mit 1,6 Gbit/s pro Pin",vor,zurück;fehl,"Außerdem schlägt AMD einen neuen seriellen System-Bus namens LTD ( Lightning Data Transport ) mit 1,6 Gbit/s pro Pin vor , der für schnelleren I/O und Multiprocessing vorgesehen ist .","AMD einen neuen seriellen System-Bus namens LTD ( Lightning Data Transport ) mit 1,6 Gbit/s pro Pin",hdt-s50111,de_hdt-ud-train-a-1.conllu
178,schlagen,long,8,"Trotz der Versuche , dies mehr oder weniger elegant zu überspielen , schlug Cisco dann bei der Ersten sich bietenden Gelegenheit",zu,aus;auf,"Trotz der Versuche , dies mehr oder weniger elegant zu überspielen , schlug Cisco dann bei der Ersten sich bietenden Gelegenheit zu .",Cisco dann bei der Ersten sich bietenden Gelegenheit,hdt-s154511,de_hdt-ud-train-b-1.conllu
179,schlagen,long,27,"Als mögliche Qualifikationen für eine law.proAdresse schlagen Register.Com und Virtual Internet beispielsweise abgeschlossene Examina , die Akkreditierung bei einer berufsständischen Organisationen ( wie der Anwaltskammer ) oder die Zugehörigkeit zu einem Organ der Rechtspflege",vor,aus;weiter,"Als mögliche Qualifikationen für eine law.proAdresse schlagen Register.Com und Virtual Internet beispielsweise abgeschlossene Examina , die Akkreditierung bei einer berufsständischen Organisationen ( wie der Anwaltskammer ) oder die Zugehörigkeit zu einem Organ der Rechtspflege vor .","Register.Com und Virtual Internet beispielsweise abgeschlossene Examina , die Akkreditierung bei einer berufsständischen Organisationen ( wie der Anwaltskammer ) oder die Zugehörigkeit zu einem Organ der Rechtspflege",hdt-s143130,de_hdt-ud-train-b-1.conllu
180,schlagen,long,8,Anscheinend schlägt der Preisrutsch bei Computern mittlerweile auf die Bilanzen,durch,herum;los,Anscheinend schlägt der Preisrutsch bei Computern mittlerweile auf die Bilanzen durch .,der Preisrutsch bei Computern mittlerweile auf die Bilanzen,hdt-s86492,de_hdt-ud-train-a-2.conllu
181,führen,short,1,Der AStA führt hingegen,an,ein;auf,"Der AStA führt hingegen an , daß es sich dabei um Dokumentationen alter Ausgaben der AStA-Zeitungen handelt .",hingegen,hdt-s101015,de_hdt-ud-train-a-2.conllu
182,führen,short,2,Amazon.com führt dies darauf,zurück,auf;hindurch,"Amazon.com führt dies darauf zurück , dass viele außeramerikanische Kunden im vierten Quartal 2000 in den Amazon-Filialen der jeweiligen Länder eingekauft hätten .",dies darauf,hdt-s180113,de_hdt-ud-train-b-2.conllu
183,führen,short,2,Niedersachsen führt digitale Signaturen,ein,aus;irre,Niedersachsen führt digitale Signaturen ein,digitale Signaturen,hdt-s173691,de_hdt-ud-train-b-2.conllu
184,führen,short,1,"Damit könnten sich die Unternehmen viel Arbeit bei der Rekurtierung von neuem Personal ersparen , führte Görblich",aus,an;ab,"Damit könnten sich die Unternehmen viel Arbeit bei der Rekurtierung von neuem Personal ersparen , führte Görblich aus .",Görblich,hdt-s39360,de_hdt-ud-train-a-1.conllu
185,führen,short,1,"Hier stehe Intel in dem harten Wettbewerb mit IBM , führte Maloney",aus,vorbei;irre,"Hier stehe Intel im harten Wettbewerb mit IBM , führte Maloney aus .",Maloney,hdt-s194543,de_hdt-ud-train-b-2.conllu
186,führen,medium,5,In dem Oktober 2000 führte Red Herring die zweiwöchige Erscheinungsweise,ein,irre;fort,"Im Oktober 2000 führte Red Herring die zweiwöchige Erscheinungsweise ein , um den Bedarf der Anzeigenkunden decken zu können .",Red Herring die zweiwöchige Erscheinungsweise,hdt-s193304,de_hdt-ud-train-b-2.conllu
187,führen,medium,6,"Andere Anbieter ziehen nach , so führte in medias res jetzt Kontopass Net900",ein,weiter;auf,"Andere Anbieter ziehen nach , so führte in medias res jetzt Kontopass Net900 ein .",in medias res jetzt Kontopass Net900,hdt-s190573,de_hdt-ud-train-b-2.conllu
188,führen,medium,3,Als weiteres Argument führte Microsoft vor Gericht,an,fort;weiter,"Als weiteres Argument führte Microsoft vor Gericht an , dass Hersteller schließlich nicht für die Preise der Händler zur Verantwortung gezogen werden könnten .",Microsoft vor Gericht,hdt-s67129,de_hdt-ud-train-a-2.conllu
189,führen,medium,7,Mit dem Gamecube führt Nintendo ein neues Speichermedium für die Spiele,ein,vor;hinab,Mit dem Gamecube führt Nintendo ein neues Speichermedium für die Spiele ein .,Nintendo ein neues Speichermedium für die Spiele,hdt-s109121,de_hdt-ud-dev.conllu
190,führen,medium,6,Knorr führte hier vor allem das Dresdner Infineon-Werk,an,fort;ein,"Knorr führte hier vor allem das Dresdner Infineon-Werk an , in dem seit kurzem Speicherchips aus 300-Millimenter-Wafern gefertigt werden .",hier vor allem das Dresdner Infineon-Werk,hdt-s36890,de_hdt-ud-train-a-1.conllu
191,führen,long,17,Die US-Forscherin Patricia Greenfield führt besonders den steilen Intelligenzanstieg der vergangenen 25 Jahre auf den Siegeszug des Computers und der visuellen Medien,zurück,irre;vorbei,Die US-Forscherin Patricia Greenfield führt besonders den steilen Intelligenzanstieg der vergangenen 25 Jahre auf den Siegeszug des Computers und der visuellen Medien zurück .,besonders den steilen Intelligenzanstieg der vergangenen 25 Jahre auf den Siegeszug des Computers und der visuellen Medien,hdt-s148988,de_hdt-ud-train-b-1.conllu
192,führen,long,11,"Ein konservativer Modus etwa führt lediglich die wirklich notwendigen , ein progressiver Modus alle möglichen Änderungen",durch,weiter;hindurch,"Ein konservativer Modus etwa führt lediglich die wirklich notwendigen , ein progressiver Modus alle möglichen Änderungen durch .","lediglich die wirklich notwendigen , ein progressiver Modus alle möglichen Änderungen",hdt-s196673,de_hdt-ud-train-b-2.conllu
193,führen,long,10,Der zu dem Lieferumfang von Mac OS X 10.1 gehörende Web-Browser Internet Explorer 5.1 von Microsoft führt unter Umständen Programme nach dem Download sofort und ohne Nachfrage,aus,hindurch;zusammen,Der zum Lieferumfang von Mac OS X 10.1 gehörende Web-Browser Internet Explorer 5.1 von Microsoft führt unter Umständen Programme nach dem Download sofort und ohne Nachfrage aus .,unter Umständen Programme nach dem Download sofort und ohne Nachfrage,hdt-s3387,de_hdt-ud-dev.conllu
194,führen,long,11,Der japanische Konzern Fujitsu führt in Deutschland zu dem ersten Mal die Liste der erfolgreichsten Computerhersteller,an,ein;zusammen,Der japanische Konzern Fujitsu führt in Deutschland zum ersten Mal die Liste der erfolgreichsten Computerhersteller an - die Lebensmittelkette Aldi rangiert bereits auf Platz drei .,in Deutschland zu dem ersten Mal die Liste der erfolgreichsten Computerhersteller,hdt-s81659,de_hdt-ud-train-a-2.conllu
195,führen,long,9,"Kurskorrekturen führte der interne Computer des "" Falken "" aber selbst",aus,fort;weiter,"Kurskorrekturen führte der interne Computer des "" Falken "" aber selbst aus .","der interne Computer des "" Falken "" aber selbst",hdt-s68285,de_hdt-ud-train-a-2.conllu
196,treten,short,2,Die Wirtschaftsberaterin Dyson war erste Präsidentin der auf Betreiben der US-Regierung gegründeten ICANN geworden ; sie tritt Ende 2000,zurück,entgegen;heran,Die Wirtschaftsberaterin Dyson war erste Präsidentin der auf Betreiben der US-Regierung gegründeten ICANN geworden ; sie tritt Ende 2000 zurück .,Ende 2000,hdt-s161412,de_hdt-ud-train-b-1.conllu
197,treten,short,0,Transmetas Chef Ditzel tritt,zurück,vor;zutage,Transmetas Chef Ditzel tritt zurück,,hdt-s185109,de_hdt-ud-train-b-2.conllu
198,treten,short,2,"Die Gattung ist neotropisch verbreitet , nur Perigonia lusca tritt in Nordamerika",auf,zurück;hervor,"Die Gattung ist neotropisch verbreitet, nur Perigonia lusca tritt in Nordamerika auf.",in Nordamerika,train-s3795,de_gsd-ud-train.conllu
199,treten,short,1,Die erwähnten Probleme mit der Speicherkarte träten zwar,auf,ab;los,"Die erwähnten Probleme mit der Speicherkarte träten zwar auf , aber nicht in einem Ausmaß , das eine Rückrufaktion erfordern würde .",zwar,hdt-s191338,de_hdt-ud-train-b-2.conllu
200,treten,short,2,SGI tritt Linux International,bei,entgegen;zusammen,SGI tritt Linux International bei,Linux International,hdt-s192709,de_hdt-ud-train-b-2.conllu
201,treten,medium,3,In dem Mai dieses Jahres trat der erste Fehler,auf,ein;ab,"Im Mai dieses Jahres trat der erste Fehler auf , der jedoch nicht so schwerwiegend war .",der erste Fehler,hdt-s36313,de_hdt-ud-train-a-1.conllu
202,treten,medium,7,Nach dem Kongress traten jedoch FRETILIN und UDT aus dem CNRT,aus,zusammen;ein,"Nach dem Kongress traten jedoch FRETILIN und UDT aus dem CNRT aus, um sich bei den anstehenden Wahlen als eigenständige Parteien präsentieren zu können.",jedoch FRETILIN und UDT aus dem CNRT,train-s14069,de_gsd-ud-train.conllu
203,treten,medium,7,"Damit trat "" Launch Manager "" Jeff Austin Befürchtungen",entgegen,heran;ab,"Damit trat "" Launch Manager "" Jeff Austin Befürchtungen entgegen , es könnte sich um eine reine Papier-Vorstellung handeln wie beim Gigahertz-Pentium III .",""" Launch Manager "" Jeff Austin Befürchtungen",hdt-s187702,de_hdt-ud-train-b-2.conllu
204,treten,medium,5,Okamoto tritt die Nachfolge von Clent Richardson,an,ein;zurück,"Okamoto tritt die Nachfolge von Clent Richardson an , der Apple Anfang April verlassen hatte .",die Nachfolge von Clent Richardson,hdt-s3225,de_hdt-ud-dev.conllu
205,treten,medium,7,Ein ähnliches Problem tritt bei GPS ( Global Positioning System ),auf,ab;heran,"Ein ähnliches Problem tritt bei GPS ( Global Positioning System ) auf , allerdings schon im August 1999 .",bei GPS ( Global Positioning System ),hdt-s190608,de_hdt-ud-train-b-2.conllu
206,treten,long,11,Nach Angaben beider Hersteller tritt an dem 19. Januar das Konkursgericht ( US Bankruptcy Court ),zusammen,auf;vor,"Nach Angaben beider Hersteller tritt am 19. Januar das Konkursgericht ( US Bankruptcy Court ) zusammen , um mit den Parteien die Verkaufsmodalitäten zu beraten .",an dem 19. Januar das Konkursgericht ( US Bankruptcy Court ),hdt-s83561,de_hdt-ud-train-a-2.conllu
207,treten,long,9,Aufgrund des bereits erfolgten Insolvenzantrags tritt die IT-Media nicht die Rechtsnachfolge der alten Firma Publix,an,hervor;aus,Aufgrund des bereits erfolgten Insolvenzantrags tritt die IT-Media nicht die Rechtsnachfolge der alten Firma Publix an .,die IT-Media nicht die Rechtsnachfolge der alten Firma Publix,hdt-s41498,de_hdt-ud-train-a-1.conllu
208,treten,long,8,Nach einer Kontroverse trat Stein 1861 enttäuscht von seinem Amt als Rabbiner,zurück,auf;ab,Nach einer Kontroverse trat Stein 1861 enttäuscht von seinem Amt als Rabbiner zurück.,Stein 1861 enttäuscht von seinem Amt als Rabbiner,train-s6529,de_gsd-ud-train.conllu
209,treten,long,9,"Charmant tritt die virtuelle Beraterin der Deutschen Bank , Cor@ ,",auf,los;ein,"Charmant tritt die virtuelle Beraterin der Deutschen Bank , Cor@ , auf .","die virtuelle Beraterin der Deutschen Bank , Cor@ ,",hdt-s48247,de_hdt-ud-train-a-1.conllu
210,treten,long,8,In Mexiko trat er auch 1911 in das Noviziat in Puebla,ein,vor;an,In Mexiko trat er auch 1911 in das Noviziat in Puebla ein und legte im Jahr darauf seine ersten Gelübde ab.,er auch 1911 in das Noviziat in Puebla,train-s12133,de_gsd-ud-train.conllu
211,finden,short,2,Zu der Zeit findet eine Kampagne,statt,zusammen;heraus,"Zur Zeit findet eine Kampagne statt , die alles in den Schatten stellt , was es bisher an Online-Reklame für ein Kinoereignis gab .",eine Kampagne,hdt-s125153,de_hdt-ud-train-b-1.conllu
212,finden,short,2,In Rahmen des Festivals finden verschiedene Wettbewerbe,statt,heraus;vor,In Rahmen des Festivals finden verschiedene Wettbewerbe statt:,verschiedene Wettbewerbe,train-s11063,de_gsd-ud-train.conllu
213,finden,short,0,Die Marktforscher fanden,heraus,an;zurück,"Die Marktforscher fanden heraus , dass Napster nicht nur auf Campus-Rechnern oder privaten PCs genutzt wird , sondern dass die Software inzwischen auch auf fast 900.000 Büro-Computern installiert ist .",,hdt-s33954,de_hdt-ud-train-a-1.conllu
214,finden,short,1,Ein Verkauf finde nicht,statt,wieder;ein,"Ein Verkauf finde nicht statt , betonte Bernhard Gold .",nicht,hdt-s118351,de_hdt-ud-test.conllu
215,finden,short,1,Außerdem fand er,heraus,an;wieder,"Außerdem fand er heraus , dass bislang lediglich in 21 Prozent der Behörden alle Mitarbeiter einen Internetzugriff haben .",er,hdt-s31724,de_hdt-ud-train-a-1.conllu
216,finden,medium,5,Die Spiele fanden an drei Tagen in Helsinki,statt,ein;zurecht,"Die Spiele fanden an drei Tagen in Helsinki statt, nur das erste Spiel der russischen Mannschaft wurde in Moskau ausgetragen.",an drei Tagen in Helsinki,train-s13909,de_gsd-ud-train.conllu
217,finden,medium,4,Der nächste Weltingenieurstag findet darum 2004 in China,statt,wieder;ein,Der nächste Weltingenieurstag findet darum 2004 in China statt .,darum 2004 in China,hdt-s157263,de_hdt-ud-train-b-1.conllu
218,finden,medium,6,Dort findet bis Freitag die Internationale Automatenfachmesse IMA,statt,ein;zurecht,Dort findet bis Freitag die Internationale Automatenfachmesse IMA statt .,bis Freitag die Internationale Automatenfachmesse IMA,hdt-s151955,de_hdt-ud-train-b-1.conllu
219,finden,medium,7,"Während in AOLburg das Netz strahlt , findet in Benzgart der längste Tag der Welt",statt,ein;zurück,"Während in AOLburg das Netz strahlt , findet in Benzgart der längste Tag der Welt statt .",in Benzgart der längste Tag der Welt,hdt-s123720,de_hdt-ud-train-b-1.conllu
220,finden,medium,4,Die an dem kommenden Montag beginnende Versteigerung finde zu einem günstigen Zeitpunkt,statt,zurecht;zusammen,"Die am kommenden Montag beginnende Versteigerung finde zu einem günstigen Zeitpunkt statt , sagte der Präsident der Behörde , Klaus-Dieter Scheurle , am heutigen Freitag in Bonn .",zu einem günstigen Zeitpunkt,hdt-s174878,de_hdt-ud-train-b-2.conllu
221,finden,long,19,"Parallel zu den Tests finden in Intels Performance Microprocessor Division in Oregon auf zwei Ebenene fortlaufend Überprüfungen des Designs ( "" Bug-Suche "" )",statt,ein;wieder,"Parallel zu den Tests finden in Intels Performance Microprocessor Division in Oregon auf zwei Ebenene fortlaufend Überprüfungen des Designs ( "" Bug-Suche "" ) statt .","in Intels Performance Microprocessor Division in Oregon auf zwei Ebenene fortlaufend Überprüfungen des Designs ( "" Bug-Suche "" )",hdt-s13751,de_hdt-ud-test.conllu
222,finden,long,9,So findet auch dieses Jahr parallel wieder die Linux Business Expo,statt,zurück;wieder,"So findet auch dieses Jahr parallel wieder die Linux Business Expo statt ; und im Angesicht des Internet steht die diesjährige Veranstaltung unter dem Slogan Community , Content , Commerce .",auch dieses Jahr parallel wieder die Linux Business Expo,hdt-s144630,de_hdt-ud-train-b-1.conllu
223,finden,long,9,An diesem Wochenende findet in Düsseldorf zu dem fünften Mal das BeOS-Anwendertreffen BeGeistert!,statt,ab;ein,An diesem Wochenende findet in Düsseldorf zum fünften Mal das BeOS-Anwendertreffen BeGeistert! statt .,in Düsseldorf zu dem fünften Mal das BeOS-Anwendertreffen BeGeistert!,hdt-s119321,de_hdt-ud-test.conllu
224,finden,long,11,Zu dem Teil finde der Unterricht aber auch in Zukunft noch in dem realen Raum,statt,zurück;zurecht,"Zum Teil finde der Unterricht aber auch in Zukunft noch im realen Raum statt , sagte Sauter .",der Unterricht aber auch in Zukunft noch in dem realen Raum,hdt-s178996,de_hdt-ud-train-b-2.conllu
225,finden,long,22,Zu der Zeit findet eine Verschiebung der weltweiten Absätze von den zu dem großen Teil gesättigten Märkten USA und Westeuropa zu den asiatischen und lateinamerikanischen Ländern,statt,ein;zusammen,Zur Zeit findet eine Verschiebung der weltweiten Absätze von den zum großen Teil gesättigten Märkten USA und Westeuropa zu den asiatischen und lateinamerikanischen Ländern statt .,eine Verschiebung der weltweiten Absätze von den zu dem großen Teil gesättigten Märkten USA und Westeuropa zu den asiatischen und lateinamerikanischen Ländern,hdt-s205649,de_hdt-ud-train-b-2.conllu
226,halten,short,2,"Den Verkauf der Kundendaten hat die US-amerikanische Federal Trade Commission ( FTC ) nun aber verboten - außer , der Online-Laden hält einige Bedingungen",ein,stand;durch,"Den Verkauf der Kundendaten hat die US-amerikanische Federal Trade Commission ( FTC ) nun aber verboten - außer , der Online-Laden hält einige Bedingungen ein .",einige Bedingungen,hdt-s164567,de_hdt-ud-train-b-2.conllu
227,halten,short,1,Die Zahl der Swisscom-Mobilkunden ist um weitere 259.000 gestiegen ; auch der SMS-Boom hält weiter,an,stand;dagegen,Die Zahl der Swisscom-Mobilkunden ist um weitere 259.000 gestiegen ; auch der SMS-Boom hält weiter an .,weiter,hdt-s166749,de_hdt-ud-train-b-2.conllu
228,halten,short,2,""" Zu der Zeit hält die Branche",ein,entgegen;offen,""" Zur Zeit hält die Branche ein , um tief Atem zu holen , aber die Nachfrage wird danach unausweichlich wieder ansteigen "" .",die Branche,hdt-s194546,de_hdt-ud-train-b-2.conllu
229,halten,short,1,"Roy McDonald , Präsident von Connectix , hält dem",entgegen,aufrecht;auf,"Roy McDonald , Präsident von Connectix , hält dem entgegen , daß bereits die Version 1.0 des Emulators Vorkehrungen gegen Raubkopien enthalten habe .",dem,hdt-s77631,de_hdt-ud-train-a-2.conllu
230,halten,short,1,Die Spekulationen über mögliche Übernahmekandidaten hielten unterdessen,an,entgegen;zusammen,Die Spekulationen über mögliche Übernahmekandidaten hielten unterdessen an und gingen weit auseinander .,unterdessen,hdt-s174917,de_hdt-ud-train-b-2.conllu
231,halten,medium,3,Allerdings hielten die Musikkonzerne daran,fest,an;zugute,"Allerdings hielten die Musikkonzerne daran fest , dass eine Gesetzesänderung nicht notwendig sei und sogar der Piraterie in die Hände spielen könnte .",die Musikkonzerne daran,hdt-s143414,de_hdt-ud-train-b-1.conllu
232,halten,medium,3,"Die Regulierungsbehörde hatte bekräftigt , sie halte an den Lizenzbedingungen",fest,fern;wach,"Die Regulierungsbehörde hatte bekräftigt , sie halte an den Lizenzbedingungen fest , nach denen jeder Anbieter sein eigenes UMTS-Netz aufbauen muss .",an den Lizenzbedingungen,hdt-s61444,de_hdt-ud-train-a-2.conllu
233,halten,medium,6,"Carsten Aevermann , Geschäftsführer von Form & Vision , hält trotz der Insolvenz an dem Eclipse-Konzept",fest,frei;bereit,"Carsten Aevermann , Geschäftsführer von Form & Vision , hält trotz der Insolvenz am Eclipse-Konzept fest .",trotz der Insolvenz an dem Eclipse-Konzept,hdt-s16353,de_hdt-ud-test.conllu
234,halten,medium,5,"Bei der Anwahl der T-Online-Nummer 0191011 berechnete zu dem einen das Online-Unternehmen seine üblichen Surf- und Telefonkosten , doch zusätzlich hielt auch Mannesmann Arcor die Hand",auf,ab;aufrecht,"Bei der Anwahl der T-Online-Nummer 0191011 berechnete zum einen das Online-Unternehmen seine üblichen Surf- und Telefonkosten , doch zusätzlich hielt auch Mannesmann Arcor die Hand auf :",auch Mannesmann Arcor die Hand,hdt-s72874,de_hdt-ud-train-a-2.conllu
235,halten,medium,4,Otto hält damit an den Prognosen,fest,fern;zugute,"Otto hält damit an den Prognosen fest , die er bereits vor zwei Jahren abgegeben hat .",damit an den Prognosen,hdt-s121948,de_hdt-ud-test.conllu
236,halten,long,14,Trotz weiterer rechtlicher Schritte der US-Plattenindustrie gegen Napster hält die Bertelsmann eCommerce Group ( BeCG ) an der Allianz mit der umstrittenen Musiktauschbörse,fest,dagegen;an,Trotz weiterer rechtlicher Schritte der US-Plattenindustrie gegen Napster hält die Bertelsmann eCommerce Group ( BeCG ) an der Allianz mit der umstrittenen Musiktauschbörse fest .,die Bertelsmann eCommerce Group ( BeCG ) an der Allianz mit der umstrittenen Musiktauschbörse,hdt-s138311,de_hdt-ud-train-b-1.conllu
237,halten,long,9,Unter ftp://ftp.tbeach.com/pub/tbs/pinnacle_fiji/ hält Turtle Beach jetzt den fälligen Patch-Editor ( ppe_b2.zip ),bereit,wach;vor,Unter ftp://ftp.tbeach.com/pub/tbs/pinnacle_fiji/ hält Turtle Beach jetzt den fälligen Patch-Editor ( ppe_b2.zip ) bereit .,Turtle Beach jetzt den fälligen Patch-Editor ( ppe_b2.zip ),hdt-s83601,de_hdt-ud-train-a-2.conllu
238,halten,long,9,Rund 21 Prozent halten sich weniger als drei Stunden wöchentlich in dem Web,auf,aus;an,"Rund 21 Prozent halten sich weniger als drei Stunden wöchentlich im Web auf , während dies nur bei 14 Prozent der Männer der Fall ist .",sich weniger als drei Stunden wöchentlich in dem Web,hdt-s15604,de_hdt-ud-test.conllu
239,halten,long,8,"Und die ersten Anbieter stellen zwar WAP-Dienste in dem Internet zu der Verfügung , einige halten sich angesichts der nicht verfügbaren Endgeräte aber noch",zurück,entgegen;vor,"Und die ersten Anbieter stellen zwar WAP-Dienste im Internet zur Verfügung , einige halten sich angesichts der nicht verfügbaren Endgeräte aber noch zurück .",sich angesichts der nicht verfügbaren Endgeräte aber noch,hdt-s173636,de_hdt-ud-train-b-2.conllu
240,halten,long,12,Zugleich hielt die christliche Theologie damit an der Einheit des Alten und Neuen Testaments,fest,frei;entgegen,Zugleich hielt die christliche Theologie damit an der Einheit des Alten und Neuen Testaments fest: Der Gott Israels ist und bleibt als der Vater Jesu Christi der Schöpfer und Erlöser der ganzen Welt.,die christliche Theologie damit an der Einheit des Alten und Neuen Testaments,train-s11372,de_gsd-ud-train.conllu
241,sehen,short,2,Die Standards AGP-1X und -2X sahen beide Signalpegel,vor,an;gegenüber,"Die Standards AGP-1X und -2X sahen beide Signalpegel vor , erst AGP-4X funktioniert ausschließlich mit 1,5 Volt .",beide Signalpegel,hdt-s185536,de_hdt-ud-train-b-2.conllu
242,sehen,short,1,"Eine fünf Jahre währende Kooperation , die an dem 1. Januar 2001 auslief , sah umgkehrt",vor,ein;zu,"Eine fünf Jahre währende Kooperation , die am 1. Januar 2001 auslief , sah umgkehrt vor , dass Microsoft AOLs Online-Dienst werbewirksam auf dem Windows-Desktop verlinkt .",umgkehrt,hdt-s115176,de_hdt-ud-test.conllu
