item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,n_candidates,full_original_sentence,intervening_text,sent_id,source_file
119,treten,short,0,Iomega-Chef Albertson tritt,zurück,ab;an;auf;aus;bei;ein;entgegen;heran;hervor;los;vor;zusammen;zutage,14,Iomega-Chef Albertson tritt zurück,,hdt-s70880,de_hdt-ud-train-a-2.conllu
120,treten,short,2,Bei der Abgeordnetenhauswahl in Berlin 2006 traten folgende Kandidaten,an,ab;auf;aus;bei;ein;entgegen;heran;hervor;los;vor;zurück;zusammen;zutage,14,Bei der Abgeordnetenhauswahl in Berlin 2006 traten folgende Kandidaten an:,folgende Kandidaten,train-s9863,de_gsd-ud-train.conllu
121,treten,medium,5,"Nachdem er 1898 bei der Kongresswahl seinem republikanischen Herausforderer Francis W. Cushman unterlegen war , trat er in die US Army",ein,ab;an;auf;aus;bei;entgegen;heran;hervor;los;vor;zurück;zusammen;zutage,14,"Nachdem er 1898 bei der Kongresswahl seinem republikanischen Herausforderer Francis W. Cushman unterlegen war, trat er in die US Army ein und diente während des Spanisch - Amerikanischen Krieges als Generalinspektor im Rang eines Oberst in Puerto Rico.",er in die US Army,train-s5332,de_gsd-ud-train.conllu
122,treten,medium,5,Unter anderem gewann er 2005 die Kartweltmeisterschaft der Formel A. 2006 wechselte er in den Formelsport und trat in der britischen Formel BMW,an,ab;auf;aus;bei;ein;entgegen;heran;hervor;los;vor;zurück;zusammen;zutage,14,Unter anderem gewann er 2005 die Kartweltmeisterschaft der Formel A. 2006 wechselte er in den Formelsport und trat in der britischen Formel BMW an.,in der britischen Formel BMW,train-s13058,de_gsd-ud-train.conllu
123,treten,medium,5,"Das Szenario der Infowar-Simulation "" Informo "" spielt in dem Jahr 2005 : in dem Vorfeld einer Konferenz zu dem Promoting der Schweiz als Wirtschaftsstandort treten verschiedene Unregelmäßigkeiten in der Kommunikationsinfrastruktur",auf,ab;an;aus;bei;ein;entgegen;heran;hervor;los;vor;zurück;zusammen;zutage,14,"Das Szenario der Infowar-Simulation "" Informo "" spielt im Jahr 2005 : im Vorfeld einer Konferenz zum Promoting der Schweiz als Wirtschaftsstandort treten verschiedene Unregelmäßigkeiten in der Kommunikationsinfrastruktur auf .",verschiedene Unregelmäßigkeiten in der Kommunikationsinfrastruktur,hdt-s103558,de_hdt-ud-dev.conllu
124,treten,long,10,"Den in der Vergangenheit immer wieder geäußerten Gerüchten , auch DVDplanet sei pleite , tritt die Firma mit einem "" Financial Statement "" jedoch energisch",entgegen,ab;an;auf;aus;bei;ein;heran;hervor;los;vor;zurück;zusammen;zutage,14,"Den in der Vergangenheit immer wieder geäußerten Gerüchten , auch DVDplanet sei pleite , tritt die Firma mit einem "" Financial Statement "" jedoch energisch entgegen .","die Firma mit einem "" Financial Statement "" jedoch energisch",hdt-s178314,de_hdt-ud-train-b-2.conllu
125,treten,long,8,Nach einer Kontroverse trat Stein 1861 enttäuscht von seinem Amt als Rabbiner,zurück,ab;an;auf;aus;bei;ein;entgegen;heran;hervor;los;vor;zusammen;zutage,14,Nach einer Kontroverse trat Stein 1861 enttäuscht von seinem Amt als Rabbiner zurück.,Stein 1861 enttäuscht von seinem Amt als Rabbiner,train-s6529,de_gsd-ud-train.conllu
126,treten,long,11,"Laut Dirk Lohmann , Senior Manager bei Service und Support , tritt der Fehler nur "" bei einem geringen Prozentsatz "" der Geräte",auf,ab;an;aus;bei;ein;entgegen;heran;hervor;los;vor;zurück;zusammen;zutage,14,"Laut Dirk Lohmann , Senior Manager bei Service und Support , tritt der Fehler nur "" bei einem geringen Prozentsatz "" der Geräte auf , die Toshiba Ende Juni und Anfang August ausgeliefert habe .","der Fehler nur "" bei einem geringen Prozentsatz "" der Geräte",hdt-s188015,de_hdt-ud-train-b-2.conllu
127,finden,short,0,Die Gesellschaft für Konsumforschung ( GfK ) fand,heraus,ab;an;ein;statt;vor;wieder;zurecht;zurück;zusammen,10,"Die Gesellschaft für Konsumforschung ( GfK ) fand heraus , dass bereits 18 Prozent der WWW-Nutzer älter sind als 50 Jahre ( August 2000 ) .",,hdt-s124257,de_hdt-ud-train-b-1.conllu
128,finden,short,1,Auch zu den neuen Prozessoren Timna oder Itanium sowie Themen wie Beyond AGP4X oder dem Funkstandard Bluetooth finden Vorträge,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,Auch zu den neuen Prozessoren Timna oder Itanium sowie Themen wie Beyond AGP4X oder dem Funkstandard Bluetooth finden Vorträge statt .,Vorträge,hdt-s187528,de_hdt-ud-train-b-2.conllu
129,finden,short,2,In Rahmen des Festivals finden verschiedene Wettbewerbe,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,In Rahmen des Festivals finden verschiedene Wettbewerbe statt:,verschiedene Wettbewerbe,train-s11063,de_gsd-ud-train.conllu
130,finden,medium,7,Jährlich finden in Las Vegas 3.700 Messen und Versammlungen,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,"Jährlich finden in Las Vegas 3.700 Messen und Versammlungen statt , die 4,4 Milliarden US-Dollar in die Stadtkasse spülen und 4 Millionen Teilnehmer in die vielen Hotels ( die Zahlen der Messegesellschaft LVCVA beziehen sich auf 1998/1999 ) , die ständig um neue Prunkbauten ergänzt werden .",in Las Vegas 3.700 Messen und Versammlungen,hdt-s146122,de_hdt-ud-train-b-1.conllu
131,finden,medium,4,In dem Sands Convention Center findet der Linux-Teil der Comdex,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,Im Sands Convention Center findet der Linux-Teil der Comdex statt .,der Linux-Teil der Comdex,hdt-s146119,de_hdt-ud-train-b-1.conllu
132,finden,medium,4,Die an dem kommenden Montag beginnende Versteigerung finde zu einem günstigen Zeitpunkt,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,"Die am kommenden Montag beginnende Versteigerung finde zu einem günstigen Zeitpunkt statt , sagte der Präsident der Behörde , Klaus-Dieter Scheurle , am heutigen Freitag in Bonn .",zu einem günstigen Zeitpunkt,hdt-s174878,de_hdt-ud-train-b-2.conllu
133,finden,long,13,Während der Hannover Messe findet ein Kongreß der Studenten und Jungingenieure des VDI mit mehr als 1.200 Teilnehmern,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,"Während der Hannover Messe findet ein Kongreß der Studenten und Jungingenieure des VDI mit mehr als 1.200 Teilnehmern statt , auf dem sich Firmen vorstellen und Gelegenheit zu Kontakten geben .",ein Kongreß der Studenten und Jungingenieure des VDI mit mehr als 1.200 Teilnehmern,hdt-s58298,de_hdt-ud-train-a-1.conllu
134,finden,long,11,Erstmals findet ein Treffen der Internet Engineering Taskforce ( IETF ) in Deutschland,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,Erstmals findet ein Treffen der Internet Engineering Taskforce ( IETF ) in Deutschland statt .,ein Treffen der Internet Engineering Taskforce ( IETF ) in Deutschland,hdt-s106823,de_hdt-ud-dev.conllu
135,finden,long,8,Seit 1997 findet diese Struktur-Analyse zu der Internetnutzung in halbjährlichem Abstand,statt,ab;an;ein;heraus;vor;wieder;zurecht;zurück;zusammen,10,"Seit 1997 findet diese Struktur-Analyse zur Internetnutzung in halbjährlichem Abstand statt , und zwar im Namen der Auftraggeber-Gemeinschaft GfK Online Monitor .",diese Struktur-Analyse zu der Internetnutzung in halbjährlichem Abstand,hdt-s70573,de_hdt-ud-train-a-2.conllu
136,halten,short,2,An dem bislang vorgestellten Angebot der Großhandelsflatrate halte man dennoch,fest,ab;an;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;frei;mit;offen;stand;vor;wach;zugute;zurück;zusammen,21,"Am bislang vorgestellten Angebot der Großhandelsflatrate halte man dennoch fest , betonte Broszio .",man dennoch,hdt-s201742,de_hdt-ud-train-b-2.conllu
137,halten,short,2,"Die Fernfahrer diskutierten über den Kompromiß , und ihr Verband hielt den Streikaufruf",aufrecht,ab;an;auf;aus;bereit;dagegen;durch;ein;entgegen;fern;fest;frei;mit;offen;stand;vor;wach;zugute;zurück;zusammen,21,"Die Fernfahrer diskutierten über den Kompromiß, und ihr Verband hielt den Streikaufruf aufrecht, weil er grundsätzlich jedes Strafpunktesystem mit Führerscheinentzug ablehnt.",den Streikaufruf,test-s405,de_gsd-ud-test.conllu
138,halten,short,1,Die Zahl der Swisscom-Mobilkunden ist um weitere 259.000 gestiegen ; auch der SMS-Boom hält weiter,an,ab;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;fest;frei;mit;offen;stand;vor;wach;zugute;zurück;zusammen,21,Die Zahl der Swisscom-Mobilkunden ist um weitere 259.000 gestiegen ; auch der SMS-Boom hält weiter an .,weiter,hdt-s166749,de_hdt-ud-train-b-2.conllu
139,halten,medium,3,Trotzdem hielten sich die Börsianer,zurück,ab;an;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;fest;frei;mit;offen;stand;vor;wach;zugute;zusammen,21,Trotzdem hielten sich die Börsianer zurück :,sich die Börsianer,hdt-s161750,de_hdt-ud-train-b-1.conllu
140,halten,medium,6,Bei dem Pentium III hält Intel jedoch weiterhin an der PSN,fest,ab;an;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;frei;mit;offen;stand;vor;wach;zugute;zurück;zusammen,21,"Beim Pentium III hält Intel jedoch weiterhin an der PSN fest und betrachtet den Verzicht auf dieses Feature beim Celeron als marktorientierte Abgrenzung , ähnlich wie der auf 66 MHz reduzierte externe Takt ( FSB ) und der halbierte L2-Cache .",Intel jedoch weiterhin an der PSN,hdt-s13520,de_hdt-ud-test.conllu
141,halten,medium,4,Der Internet-Boom hält zudem in Deutschland unvermindert,an,ab;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;fest;frei;mit;offen;stand;vor;wach;zugute;zurück;zusammen,21,Der Internet-Boom hält zudem in Deutschland unvermindert an :,zudem in Deutschland unvermindert,hdt-s151609,de_hdt-ud-train-b-1.conllu
142,halten,long,9,Als letzte große Firma hält damit nur noch Sun an dem Java Media Framework,fest,ab;an;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;frei;mit;offen;stand;vor;wach;zugute;zurück;zusammen,21,Als letzte große Firma hält damit nur noch Sun am Java Media Framework fest .,damit nur noch Sun an dem Java Media Framework,hdt-s192190,de_hdt-ud-train-b-2.conllu
143,halten,long,10,Die US-Justiz hält sich die Tür für eine mögliche Zerschlagung des Softwareriesen Microsoft,offen,ab;an;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;fest;frei;mit;stand;vor;wach;zugute;zurück;zusammen,21,Die US-Justiz hält sich die Tür für eine mögliche Zerschlagung des Softwareriesen Microsoft offen .,sich die Tür für eine mögliche Zerschlagung des Softwareriesen Microsoft,hdt-s87833,de_hdt-ud-train-a-2.conllu
144,halten,long,13,"Die ICANN-Server hielten dem Ansturm der Surfer , die sich für eine Mitgliedschaft interessierten , kaum",stand,ab;an;auf;aufrecht;aus;bereit;dagegen;durch;ein;entgegen;fern;fest;frei;mit;offen;vor;wach;zugute;zurück;zusammen,21,"Die ICANN-Server hielten dem Ansturm der Surfer , die sich für eine Mitgliedschaft interessierten , kaum stand , und wiesen anmeldungswillige Internet-Nutzer oft wegen Überlastung zurück .","dem Ansturm der Surfer , die sich für eine Mitgliedschaft interessierten , kaum",hdt-s126030,de_hdt-ud-train-b-1.conllu
145,sehen,short,0,Knuthens Zeitplan sieht,vor,ab;an;aus;ein;entgegen;gegenüber;hinweg;um;voraus;zu,11,"Knuthens Zeitplan sieht vor , etwa im Jahr 2004 den Subband 4A fertiggestellt zu haben .",,hdt-s11436,de_hdt-ud-test.conllu
146,sehen,short,2,"Für 18 Prozent ist der Grund , in das WWW zu gehen , das Nutzwertinteresse an dem E-Commerce , 16 Prozent haben ein ausgeprägtes Technikinteresse und zwölf Prozent der Heavy-User sind ausgesprochen unterhaltungsorientiert , spielen online , hören Musik , sehen sich Videos",an,ab;aus;ein;entgegen;gegenüber;hinweg;um;vor;voraus;zu,11,"Für 18 Prozent ist der Grund , ins WWW zu gehen , das Nutzwertinteresse am E-Commerce , 16 Prozent haben ein ausgeprägtes Technikinteresse und zwölf Prozent der Heavy-User sind ausgesprochen unterhaltungsorientiert , spielen online , hören Musik , sehen sich Videos an oder laden sie herunter .",sich Videos,hdt-s55012,de_hdt-ud-train-a-1.conllu
147,sehen,short,2,Der Plan sieht unter anderem,vor,ab;an;aus;ein;entgegen;gegenüber;hinweg;um;voraus;zu,11,"Der Plan sieht unter anderem vor , daß in jedem Land eine ausreichende Zahl von Spezialisten zur Bekämpfung der High-Tech Kriminalität angestellt werden , daß die Staaten enger zusammenarbeiten und Angriffe auf Netzwerke sowie die Identifizierung der Täter schneller erfolgen sollen , daß ein Straftäter auch in dem Land zur Rechenschaft gezogen werden kann , in das er geflohen ist , wenn eine Auslieferung nicht möglich ist , und daß entsprechende Gesetze für eine leichtere Strafverfolgung geschaffen werden müssen .",unter anderem,hdt-s96137,de_hdt-ud-train-a-2.conllu
148,sehen,medium,5,Die Deutsche Telekom sieht sich zunehmend Kritik von Marktbeobachtern,gegenüber,ab;an;aus;ein;entgegen;hinweg;um;vor;voraus;zu,11,"Die Deutsche Telekom sieht sich zunehmend Kritik von Marktbeobachtern gegenüber , sie gerate im Rennen um die Globalisierung der Telefonmärkte ins Hintertreffen .",sich zunehmend Kritik von Marktbeobachtern,hdt-s33070,de_hdt-ud-train-a-1.conllu
149,sehen,medium,7,Nach Berichten in dem Register sehen Gegenwart und Zukunft der M-II-Prozessoren wie folgt,aus,ab;an;ein;entgegen;gegenüber;hinweg;um;vor;voraus;zu,11,Nach Berichten im Register sehen Gegenwart und Zukunft der M-II-Prozessoren wie folgt aus :,Gegenwart und Zukunft der M-II-Prozessoren wie folgt,hdt-s188337,de_hdt-ud-train-b-2.conllu
150,sehen,medium,3,Er sieht jetzt sehr gut,aus,ab;an;ein;entgegen;gegenüber;hinweg;um;vor;voraus;zu,11,Er sieht jetzt sehr gut aus.,jetzt sehr gut,dev-s427,de_gsd-ud-dev.conllu
151,sehen,long,8,Die Situation der Branche sah in dem Frühjahr dieses Jahres eigentlich nicht besser,aus,ab;an;ein;entgegen;gegenüber;hinweg;um;vor;voraus;zu,11,"Die Situation der Branche sah im Frühjahr dieses Jahres eigentlich nicht besser aus , trotzdem schossen die Kurse damals in die Höhe .",in dem Frühjahr dieses Jahres eigentlich nicht besser,hdt-s43436,de_hdt-ud-train-a-1.conllu
152,sehen,long,8,Dieses sehe das Outsourcing der operativen Geschäftsbereiche in eigenständige Profitcenter,vor,ab;an;aus;ein;entgegen;gegenüber;hinweg;um;voraus;zu,11,Dieses sehe das Outsourcing der operativen Geschäftsbereiche in eigenständige Profitcenter vor .,das Outsourcing der operativen Geschäftsbereiche in eigenständige Profitcenter,hdt-s140586,de_hdt-ud-train-b-1.conllu
153,sehen,long,14,Über die von dem Fast-Ethernet-Standard bekannte Twisted-Pair-Verkabelung ( CAT-5 UTP ) sieht IEEE 1394b eine Übertragungsrate von 100 MBit/s bei einer maximalen Kabellänge von 100 m,vor,ab;an;aus;ein;entgegen;gegenüber;hinweg;um;voraus;zu,11,Über die vom Fast-Ethernet-Standard bekannte Twisted-Pair-Verkabelung ( CAT-5 UTP ) sieht IEEE 1394b eine Übertragungsrate von 100 MBit/s bei einer maximalen Kabellänge von 100 m vor .,IEEE 1394b eine Übertragungsrate von 100 MBit/s bei einer maximalen Kabellänge von 100 m,hdt-s26176,de_hdt-ud-train-a-1.conllu
